22	707	1
22	686	2
22	702	1
22	708	1
22	682	35
22	700	3
22	695	1
22	713	6
22	684	9
22	701	1
22	694	2
22	687	1
22	716	2
22	683	1
22	706	1
22	711	1
22	689	4
22	697	1
22	691	6
22	688	1
22	699	3
22	709	7
22	712	1
22	685	6
22	692	23
22	698	19
22	693	1
22	714	1
22	705	1
22	703	1
22	696	2
22	690	2
22	710	1
22	715	4
22	704	1
28	906	4
28	908	1
28	632	4
28	913	1
28	911	1
28	899	1
28	902	1
28	907	4
28	909	1
28	900	2
28	910	1
28	912	1
28	901	1
28	905	4
28	903	1
28	586	1
28	904	2
28	898	139
28	914	1
44	417	1
44	432	11
44	1378	1
44	1365	2
44	1380	3
44	1359	2
44	1362	1
44	1357	1
44	1372	1
44	1358	1
44	1356	1
44	1349	46
44	1370	1
44	1366	1
44	1355	1
44	1363	1
44	1374	2
44	1371	4
44	1351	3
44	1352	5
44	1379	1
44	1375	2
44	1354	1
44	1368	1
44	1360	1
44	1364	1
44	1367	1
44	427	9
44	404	2
44	1369	1
44	1373	3
44	1361	7
44	1350	36
44	1376	1
44	1377	1
44	1353	4
54	1745	3
54	1754	1
54	1084	1
54	1724	14
54	1705	11
54	1717	5
54	496	1
54	1721	1
54	1734	2
54	1711	2
54	1744	2
54	1730	1
54	1759	2
54	1741	1
54	1739	3
54	1740	1
54	1722	2
54	1746	1
54	1762	1
54	1317	1
54	1756	2
54	1712	1
54	1753	1
54	1728	4
54	1737	5
54	1733	1
54	1742	1
54	1764	1
54	1703	95
54	1726	5
54	1589	3
54	413	1
54	228	1
54	1706	28
54	1321	8
54	1715	35
54	1732	4
54	1738	1
54	1757	1
54	1747	1
54	1707	1
54	1761	7
54	1755	1
54	1763	1
54	494	1
54	1758	1
54	1719	1
54	1750	4
54	1704	2
54	1716	1
54	1731	1
54	1572	2
54	1743	1
54	1708	18
54	1752	3
54	1725	1
54	1765	13
54	1723	1
54	1718	2
54	1727	2
54	1729	1
54	1714	1
54	1760	4
54	1710	1
54	1735	4
54	1751	1
54	1720	3
54	1736	2
54	1709	5
54	1749	1
54	1713	1
54	1748	1
60	2001	1
60	1991	4
60	2002	1
60	1994	6
60	1245	2
60	414	61
60	1989	1
60	1995	1
60	1985	145
60	1992	19
60	2003	1
60	415	3
60	155	21
60	2004	1
60	1997	11
60	1987	4
60	1999	1
60	440	5
60	1996	1
60	1423	2
60	130	2
60	1986	7
60	428	2
60	1993	24
60	2000	1
60	1998	1
60	1988	1
60	1990	17
72	2249	1
72	469	3
72	2243	108
72	2240	11
72	2248	1
72	571	110
72	494	4
72	2244	1
72	2246	7
72	2242	1
72	1271	1
72	2247	1
72	468	1
72	2241	1
72	2245	1
81	2434	1
81	2442	1
81	2422	1
81	2413	1
81	1926	2
81	1863	1
81	494	1
81	2147	1
81	2420	4
81	2432	1
81	2438	2
81	2421	1
81	2436	2
81	2443	1
81	2423	1
81	2440	1
81	1603	1
81	2429	1
81	2441	1
81	2418	1
81	2427	1
81	2049	1
81	2428	1
81	2433	1
81	1893	1
81	2437	1
81	2435	2
81	2419	1
81	2430	1
81	2414	1
81	1846	96
81	2425	2
81	2120	1
81	2064	1
81	2439	1
81	2412	2
81	2431	1
81	2417	1
81	2424	1
81	2415	1
81	1632	1
81	861	2
81	2426	1
81	1934	1
81	2416	1
81	1	1
99	536	1
99	2957	3
99	2119	8
99	1569	3
99	2938	1
99	2946	3
99	2019	1
99	2945	1
99	2932	2
99	2935	1
99	2933	29
99	2377	1
99	2929	1
99	2947	1
99	2943	1
99	2925	81
99	2955	2
99	2942	1
99	528	2
99	2953	4
99	2941	1
99	186	1
99	2926	2
99	2927	2
99	2930	2
99	2944	1
99	2956	1
99	2952	3
99	2934	4
99	2924	20
99	2951	3
99	2950	1
99	2928	1
99	2936	6
99	468	1
99	2949	1
99	1925	1
99	527	2
99	2954	3
99	2937	1
99	2931	1
99	2948	1
99	2939	1
99	2940	1
105	3051	2
105	3059	5
105	1050	1
105	3056	7
105	3048	54
105	3054	7
105	3049	38
105	3058	3
105	3052	2
105	3053	5
105	3060	2
105	3055	2
105	3047	18
105	3057	2
105	3050	1
105	3061	4
105	3046	60
114	979	1
114	1815	1
114	3316	1
114	1805	2
114	3303	53
114	1317	10
114	3308	1
114	3311	1
114	1274	2
114	1765	9
114	3318	2
114	3313	2
114	1703	39
114	3305	10
114	3315	1
114	1321	5
114	1715	3
114	3307	2
114	3312	1
114	3310	4
114	3309	1
114	12	2
114	3314	3
114	3306	1
114	2633	2
114	1760	11
114	3319	1
114	449	16
114	1772	1
114	3317	1
114	1709	11
114	3304	5
119	1496	1
119	3470	2
119	3494	1
119	3485	1
119	3489	1
119	3474	5
119	3478	1
119	3466	11
119	3486	1
119	3496	2
119	3472	1
119	3476	5
119	3487	1
119	3464	2
119	3488	2
119	747	6
119	3490	2
119	2943	1
119	3475	1
119	3467	13
119	2721	1
119	3492	1
119	3461	1
119	3493	1
119	3473	3
119	3482	2
119	3471	1
119	2453	1
119	2401	1
119	3480	1
119	3465	7
119	3463	8
119	3459	21
119	3483	1
119	3477	1
119	3460	21
119	3481	3
119	3491	1
119	3458	11
119	3495	1
119	3457	10
119	3469	1
119	3456	7
119	3484	1
119	3468	1
119	3462	11
119	3479	1
122	3580	1
122	3591	4
122	3587	1
122	682	1
122	3560	26
122	3632	1
122	1442	2
122	3622	1
122	1267	1
122	3581	4
122	3625	1
122	3584	2
122	3621	1
122	3633	3
122	3627	1
122	3609	1
122	3634	2
122	3578	3
122	3593	1
122	3572	2
122	3610	2
122	3594	2
122	3631	1
122	3604	2
122	1050	3
122	3602	1
122	2777	1
122	3559	10
122	3619	3
122	3607	1
122	2795	3
122	730	1
122	3618	1
122	1447	3
122	3624	2
122	827	10
122	3620	2
122	906	1
122	3638	6
122	10	2
122	1048	1
122	3588	2
122	3590	1
122	3612	4
122	3573	1
122	3636	1
122	3597	1
122	3574	1
