0	0	1
0	14	1
0	7	2
0	3	1
0	6	4
0	2	1
0	11	1
0	9	2
0	13	1
0	8	2
0	10	2
0	5	1
0	4	4
0	16	1
0	1	1
0	12	1
0	15	1
2	114	1
2	99	1
2	111	1
2	106	1
2	101	1
2	108	2
2	102	1
2	110	1
2	103	2
2	109	2
2	107	2
2	105	1
2	104	1
2	113	1
2	100	11
2	112	1
7	228	2
7	227	1
7	198	2
7	224	1
7	229	1
7	225	2
7	226	1
7	230	1
9	266	1
9	251	4
9	263	1
9	257	1
9	252	2
9	254	3
9	259	1
9	255	1
9	265	1
9	261	1
9	270	1
9	269	1
9	264	1
9	267	1
9	262	1
9	258	1
9	271	2
9	272	1
9	256	1
9	253	4
9	260	1
9	268	1
11	309	2
11	307	1
11	311	2
11	305	3
11	308	1
11	310	1
11	306	4
12	319	1
12	323	1
12	327	1
12	318	1
12	324	1
12	317	1
12	322	1
12	320	1
12	316	9
12	101	1
12	326	1
12	321	1
12	328	1
12	325	1
18	575	1
18	572	1
18	576	1
18	53	12
18	570	1
18	6	1
18	569	2
18	573	2
18	566	1
18	563	1
18	564	1
18	568	3
18	571	1
18	567	1
18	565	2
18	574	1
24	778	2
24	784	1
24	773	1
24	791	1
24	787	1
24	776	3
24	786	6
24	777	1
24	785	1
24	788	1
24	775	1
24	774	1
24	792	2
24	781	1
24	780	1
24	779	1
24	782	1
24	794	1
24	783	2
24	795	1
24	789	1
24	790	1
24	793	2
27	888	1
27	887	1
27	890	1
27	889	1
27	893	1
27	892	1
27	722	2
27	886	1
27	891	1
29	932	1
29	934	1
29	940	1
29	925	1
29	441	2
29	941	1
29	938	1
29	937	4
29	939	1
29	931	1
29	933	1
29	924	1
29	926	1
29	930	1
29	927	1
29	936	2
29	929	4
29	928	1
29	935	1
29	923	1
29	413	1
32	1029	1
32	1035	2
32	1033	1
32	1030	1
32	1034	1
32	1032	1
32	1031	1
34	1072	1
34	1073	1
34	1079	1
34	1078	1
34	1084	1
34	1083	1
34	1081	1
34	1076	4
34	1075	1
34	1074	1
34	1082	1
34	1077	1
34	1080	3
37	1182	2
37	1179	1
37	1175	1
37	1178	6
37	1185	1
37	1181	1
37	1081	1
37	1186	1
37	1180	1
37	1177	1
37	1176	3
37	1183	2
37	1184	1
38	1205	1
38	1199	1
38	1204	2
38	1193	10
38	428	1
38	1195	1
38	1194	7
38	1206	1
38	1202	2
38	1207	2
38	1196	1
38	1200	1
38	1203	1
38	1198	1
38	1197	1
38	1201	2
40	1250	4
40	1254	1
40	1248	2
40	1255	1
40	1252	1
40	1253	1
40	1251	1
40	1249	2
41	1263	1
41	1260	1
41	1262	2
41	294	1
41	1264	1
41	233	3
41	1265	1
41	1261	1
41	234	1
